mundial,fecha,equipo1,equipo2,equipo_gol,jugador_gol,minuto_gol,fuente
Copa Mundial de la FIFA Francia 1998,1998/6/20,Países Bajos,República de Corea,NED,Pierre VAN HOOIJDONK,80,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8749/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/20,Países Bajos,República de Corea,NED,Ronald DE BOER,83,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8749/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/10,Brasil,Escocia,BRA,CESAR SAMPAIO,5,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=4000/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/10,Brasil,Escocia,SCO,John COLLINS,38 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=4000/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/10,Brasil,Escocia,BRA,Tom BOYD,74 Gol en propia meta,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=4000/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/17,Italia,Camerún,ITA,Luigi DI BIAGIO,7,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8744/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/17,Italia,Camerún,ITA,Christian VIERI,75,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8744/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/17,Italia,Camerún,ITA,Christian VIERI,89,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8744/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Japón,Jamaica,JAM,Theodore WHITMORE,39,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8771/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Japón,Jamaica,JAM,Theodore WHITMORE,54,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8771/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Japón,Jamaica,JPN,Masashi NAKAYAMA,74,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8771/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/14,Yugoslavia,Irán,YUG,Sinisa MIHAJLOVIC,73,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8735/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/25,Alemania,Irán,GER,Oliver BIERHOFF,50,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8767/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/25,Alemania,Irán,GER,Juergen KLINSMANN,57,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8767/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/14,Jamaica,Croacia,CRO,Mario STANIC,27,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8736/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/14,Jamaica,Croacia,JAM,Robert EARLE,45,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8736/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/14,Jamaica,Croacia,CRO,Robert PROSINECKI,53,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8736/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/14,Jamaica,Croacia,CRO,Davor SUKER,69,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8736/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/19,Nigeria,Bulgaria,NGA,Victor IKPEBA,28,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8747/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,España,Nigeria,ESP,Fernando HIERRO,21,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8731/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,España,Nigeria,NGA,Mutiu ADEPOJU,24,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8731/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,España,Nigeria,ESP,RAUL,47,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8731/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,España,Nigeria,ESP,Andoni ZUBIZARRETA,73 Gol en propia meta,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8731/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,España,Nigeria,NGA,Sunday OLISEH,78,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8731/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Italia,Austria,ITA,Christian VIERI,48,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8757/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Italia,Austria,ITA,Roberto BAGGIO,90,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8757/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Italia,Austria,AUT,Andreas HERZOG,90+2 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8757/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Nigeria,Paraguay,PAR,Celso AYALA,1,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8763/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Nigeria,Paraguay,NGA,Wilson ORUMA,11,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8763/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Nigeria,Paraguay,PAR,Miguel BENITEZ,58,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8763/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Nigeria,Paraguay,PAR,Jose CARDOZO,86,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8763/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Escocia,Marruecos,MAR,Salaheddine BASSIR,23,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8758/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Escocia,Marruecos,MAR,Abdeljalil HADDA,46,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8758/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Escocia,Marruecos,MAR,Salaheddine BASSIR,85,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8758/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,Argentina,Jamaica,ARG,Ariel ORTEGA,31,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8752/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,Argentina,Jamaica,ARG,Ariel ORTEGA,55,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8752/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,Argentina,Jamaica,ARG,Gabriel BATISTUTA,73,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8752/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,Argentina,Jamaica,ARG,Gabriel BATISTUTA,78,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8752/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,Argentina,Jamaica,ARG,Gabriel BATISTUTA,83 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8752/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/20,Japón,Croacia,CRO,Davor SUKER,77,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8751/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/18,Sudáfrica,Dinamarca,DEN,Allan NIELSEN,12,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8746/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/18,Sudáfrica,Dinamarca,RSA,Benni McCARTHY,51,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8746/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/22,Colombia,Túnez,COL,Leider PRECIADO,82,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8755/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,ESP,Fernando HIERRO,6 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,ESP,LUIS ENRIQUE,18,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,ESP,Fernando MORIENTES,55,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,BUL,Emil KOSTADINOV,58,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,ESP,Fernando MORIENTES,81,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,BUL,Georgi BACHEV,88 Gol en propia meta,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,España,Bulgaria,ESP,KIKO,90+4,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8761/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,EEUU,Irán,IRN,Hamid ESTILI,41,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8754/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,EEUU,Irán,IRN,Mehdi MAHDAVIKIA,83,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8754/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/21,EEUU,Irán,USA,Brian McBRIDE,87,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8754/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Rumanía,Túnez,TUN,Skander SOUAYEH,12 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8769/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Rumanía,Túnez,ROU,Viorel MOLDOVAN,71,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8769/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/18,Francia,Arabia Saudí,FRA,Thierry HENRY,37,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8745/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/18,Francia,Arabia Saudí,FRA,David TREZEGUET,68,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8745/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/18,Francia,Arabia Saudí,FRA,Thierry HENRY,78,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8745/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/18,Francia,Arabia Saudí,FRA,Bixente LIZARAZU,85,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8745/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Colombia,Inglaterra,ENG,Darren ANDERTON,20,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8770/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/26,Colombia,Inglaterra,ENG,David BECKHAM,29,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8770/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/22,Rumanía,Inglaterra,ROU,Viorel MOLDOVAN,46,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8756/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/22,Rumanía,Inglaterra,ENG,Michael OWEN,81,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8756/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/22,Rumanía,Inglaterra,ROU,Dan PETRESCU,90,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8756/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/25,EEUU,Yugoslavia,YUG,Slobodan KOMLJENOVIC,3,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8768/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/20,Bélgica,México,BEL,Marc WILMOTS,42,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8750/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/20,Bélgica,México,BEL,Marc WILMOTS,47,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8750/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/20,Bélgica,México,MEX,Alberto GARCIA ASPE,55 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8750/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/20,Bélgica,México,MEX,Cuauhtemoc BLANCO,62,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8750/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Sudáfrica,Arabia Saudí,RSA,Shaun BARTLETT,18,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8764/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Sudáfrica,Arabia Saudí,KSA,Sami AL JABER,45+2 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8764/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Sudáfrica,Arabia Saudí,KSA,Youssef AL TUNAYAN,74 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8764/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Sudáfrica,Arabia Saudí,RSA,Shaun BARTLETT,90+3 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8764/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Chile,Camerún,CHI,Jose SIERRA,20,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8760/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Chile,Camerún,CMR,Patrick MBOMA,56,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8760/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/12,Arabia Saudí,Dinamarca,DEN,Marc RIEPER,69,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8729/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Brasil,Noruega,BRA,BEBETO,78,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8759/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Brasil,Noruega,NOR,Tore Andre FLO,83,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8759/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/23,Brasil,Noruega,NOR,Kjetil REKDAL,89 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8759/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,República de Corea,México,KOR,HA Seok Ju,27,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8732/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,República de Corea,México,MEX,Ricardo PELAEZ,50,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8732/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,República de Corea,México,MEX,Luis HERNANDEZ,75,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8732/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/13,República de Corea,México,MEX,Luis HERNANDEZ,84,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8732/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/11,Italia,Chile,ITA,Christian VIERI,11,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8726/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/11,Italia,Chile,CHI,Marcelo SALAS,45+3,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8726/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/11,Italia,Chile,CHI,Marcelo SALAS,48,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8726/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/11,Italia,Chile,ITA,Roberto BAGGIO,84 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8726/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Francia,Dinamarca,FRA,Youri DJORKAEFF,12 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8762/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Francia,Dinamarca,DEN,Michael LAUDRUP,42 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8762/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/24,Francia,Dinamarca,FRA,Emmanuel PETIT,56,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1014/match=8762/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/11,Países Bajos,Croacia,CRO,Robert PROSINECKI,14,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1028/match=8787/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/11,Países Bajos,Croacia,NED,Boudewijn ZENDEN,22,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1028/match=8787/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/11,Países Bajos,Croacia,CRO,Davor SUKER,36,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1028/match=8787/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/29,Alemania,México,MEX,Luis HERNANDEZ,47,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8777/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/29,Alemania,México,GER,Juergen KLINSMANN,74,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8777/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/29,Alemania,México,GER,Oliver BIERHOFF,86,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8777/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/28,Nigeria,Dinamarca,DEN,Peter MOLLER,3,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8775/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/28,Nigeria,Dinamarca,DEN,Brian LAUDRUP,12,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8775/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/28,Nigeria,Dinamarca,DEN,Ebbe SAND,58,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8775/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/28,Nigeria,Dinamarca,DEN,Thomas HELVEG,76,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8775/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/28,Nigeria,Dinamarca,NGA,Tijani BABANGIDA,77,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8775/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/27,Italia,Noruega,ITA,Christian VIERI,18,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8774/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/27,Brasil,Chile,BRA,CESAR SAMPAIO,11,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8773/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/27,Brasil,Chile,BRA,CESAR SAMPAIO,26,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8773/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/27,Brasil,Chile,BRA,RONALDO,45+3 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8773/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/27,Brasil,Chile,CHI,Marcelo SALAS,70,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8773/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/27,Brasil,Chile,BRA,RONALDO,72,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8773/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/29,Países Bajos,Yugoslavia,NED,Dennis BERGKAMP,38,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8778/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/29,Países Bajos,Yugoslavia,YUG,Slobodan KOMLJENOVIC,48,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8778/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/29,Países Bajos,Yugoslavia,NED,Edgar DAVIDS,90+2,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8778/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/30,Rumanía,Croacia,CRO,Davor SUKER,45+2 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8780/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/30,Argentina,Inglaterra,ARG,Gabriel BATISTUTA,5 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8779/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/30,Argentina,Inglaterra,ENG,Alan SHEARER,9 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8779/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/30,Argentina,Inglaterra,ENG,Michael OWEN,16,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8779/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/30,Argentina,Inglaterra,ARG,Javier ZANETTI,45+1,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8779/index.html
Copa Mundial de la FIFA Francia 1998,1998/6/28,Francia,Paraguay,FRA,Laurent BLANC,114,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1024/match=8776/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/08,Francia,Croacia,CRO,Davor SUKER,46,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1026/match=8786/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/08,Francia,Croacia,FRA,Lilian THURAM,47,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1026/match=8786/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/08,Francia,Croacia,FRA,Lilian THURAM,70,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1026/match=8786/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/07,Brasil,Países Bajos,BRA,RONALDO,46,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1026/match=8785/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/07,Brasil,Países Bajos,NED,Patrick KLUIVERT,87,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1026/match=8785/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/12,Brasil,Francia,FRA,Zinedine ZIDANE,27,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1027/match=8788/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/12,Brasil,Francia,FRA,Zinedine ZIDANE,45+1,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1027/match=8788/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/12,Brasil,Francia,FRA,Emmanuel PETIT,90+3,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1027/match=8788/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/04,Países Bajos,Argentina,NED,Patrick KLUIVERT,12,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8784/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/04,Países Bajos,Argentina,ARG,Claudio LOPEZ,17,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8784/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/04,Países Bajos,Argentina,NED,Dennis BERGKAMP,90,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8784/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/03,Brasil,Dinamarca,DEN,Martin JORGENSEN,2,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8782/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/03,Brasil,Dinamarca,BRA,BEBETO,10,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8782/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/03,Brasil,Dinamarca,BRA,RIVALDO,25,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8782/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/03,Brasil,Dinamarca,DEN,Brian LAUDRUP,50,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8782/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/03,Brasil,Dinamarca,BRA,RIVALDO,59,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8782/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/04,Alemania,Croacia,CRO,Robert JARNI,45+3,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8783/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/04,Alemania,Croacia,CRO,Goran VLAOVIC,80,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8783/index.html
Copa Mundial de la FIFA Francia 1998,1998/7/04,Alemania,Croacia,CRO,Davor SUKER,85,http://es.fifa.com/tournaments/archive/worldcup/france1998/matches/round=1025/match=8783/index.html
Copa Mundial de la FIFA Chile 1962,1962/6/10,Yugoslavia,República Federal de Alemania,YUG,Petar RADAKOVIC,85,http://es.fifa.com/tournaments/archive/worldcup/chile1962/matches/round=232/match=1511/index.html
Copa Mundial de la FIFA Chile 1962,1962/6/10,Brasil,Inglaterra,BRA,GARRINCHA,31,http://es.fifa.com/tournaments/archive/worldcup/chile1962/matches/round=232/match=1459/index.html
Copa Mundial de la FIFA Chile 1962,1962/6/10,Brasil,Inglaterra,ENG,Gerry HITCHENS,38,http://es.fifa.com/tournaments/archive/worldcup/chile1962/matches/round=232/match=1459/index.html
Copa Mundial de la FIFA Chile 1962,1962/6/10,Brasil,Inglaterra,BRA,VAVA,53,http://es.fifa.com/tournaments/archive/worldcup/chile1962/matches/round=232/match=1459/index.html
Copa Mundial de la FIFA Chile 1962,1962/6/10,Brasil,Inglaterra,BRA,GARRINCHA,59,http://es.fifa.com/tournaments/archive/worldcup/chile1962/matches/round=232/match=1459/index.html
