mundial,fecha,equipo1,equipo2,equipo_gol,jugador_gol,minuto_gol,fuente
Copa Mundial de la FIFA Italia 1934,1934/6/07,Alemania,Austria,GER,Ernest LEHNER,1,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3491/match=1105/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/07,Alemania,Austria,GER,Edmund CONEN,27,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3491/match=1105/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/07,Alemania,Austria,AUT,Johann HORVATH,28,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3491/match=1105/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/07,Alemania,Austria,GER,Ernest LEHNER,42,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3491/match=1105/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/07,Alemania,Austria,AUT,Karl SESTA,54,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3491/match=1105/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Checoslovaquia,Rumanía,ROU,Stefan DOBAY,11,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1141/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Checoslovaquia,Rumanía,TCH,Antonin PUC,50,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1141/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Checoslovaquia,Rumanía,TCH,Oldrich NEJEDLY,67,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1141/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suiza,Países Bajos,SUI,Leopold KIELHOLZ,7,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1133/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suiza,Países Bajos,NED,Kick SMIT,29,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1133/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suiza,Países Bajos,SUI,Leopold KIELHOLZ,43,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1133/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suiza,Países Bajos,SUI,Andre ABEGGLEN,66,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1133/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suiza,Países Bajos,NED,Leen VENTE,69,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1133/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suecia,Argentina,ARG,Ernesto BELIS,4,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1102/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suecia,Argentina,SWE,Sven JONASSON,9,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1102/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suecia,Argentina,ARG,Alberto GALATEO,48,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1102/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suecia,Argentina,SWE,Sven JONASSON,67,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1102/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Suecia,Argentina,SWE,Knut KROON,79,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1102/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Angelo SCHIAVIO,18,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Raimundo ORSI,20,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Angelo SCHIAVIO,29,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,USA,Aldo DONELLI,57,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Giovanni FERRARI,63,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Angelo SCHIAVIO,64,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Raimundo ORSI,69,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Italia,EEUU,ITA,Giuseppe MEAZZA,90,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1135/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,España,Brasil,ESP,IRARAGORRI,18 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1111/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,España,Brasil,ESP,IRARAGORRI,25,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1111/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,España,Brasil,ESP,Isidro LANGARA,29,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1111/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,España,Brasil,BRA,LEONIDAS,55,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1111/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Austria,Francia,FRA,Jean NICOLAS,18,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1104/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Austria,Francia,AUT,Matthias SINDELAR,44,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1104/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Austria,Francia,AUT,Toni SCHALL,93,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1104/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Austria,Francia,AUT,Josef BICAN,109,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1104/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Austria,Francia,FRA,Georges VERRIEST,116 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1104/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Hungría,Egipto,HUN,Pal TELEKI,11,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1119/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Hungría,Egipto,HUN,Geza TOLDI,31,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1119/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Hungría,Egipto,EGY,Abdel Rahman FAWZI,35,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1119/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Hungría,Egipto,EGY,Abdel Rahman FAWZI,39,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1119/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Hungría,Egipto,HUN,Jeno VINCZE,53,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1119/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Hungría,Egipto,HUN,Geza TOLDI,61,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1119/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,GER,Stanislaus KOBIERSKI,25,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,BEL,Bernard VOORHOOF,29,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,BEL,Bernard VOORHOOF,43,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,GER,Otto SIFFLING,49,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,GER,Edmund CONEN,66,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,GER,Edmund CONEN,70,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/27,Alemania,Bélgica,GER,Edmund CONEN,87,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=204/match=1108/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/10,Italia,Checoslovaquia,TCH,Antonin PUC,71,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3490/match=1134/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/10,Italia,Checoslovaquia,ITA,Raimundo ORSI,81,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3490/match=1134/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/10,Italia,Checoslovaquia,ITA,Angelo SCHIAVIO,95,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3490/match=1134/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/03,Italia,Austria,ITA,Enrique GUAITA,19,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3492/match=1107/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/03,Checoslovaquia,Alemania,TCH,Oldrich NEJEDLY,21,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3492/match=1130/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/03,Checoslovaquia,Alemania,GER,Rudolf NOACK,62,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3492/match=1130/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/03,Checoslovaquia,Alemania,TCH,Oldrich NEJEDLY,69,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3492/match=1130/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/03,Checoslovaquia,Alemania,TCH,Oldrich NEJEDLY,80,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=3492/match=1130/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Austria,Hungría,AUT,Johann HORVATH,8,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1106/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Austria,Hungría,AUT,Karl ZISCHEK,51,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1106/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Austria,Hungría,HUN,Gyorgy SAROSI,60 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1106/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Alemania,Suecia,GER,Karl HOHMANN,60,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1129/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Alemania,Suecia,GER,Karl HOHMANN,63,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1129/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Alemania,Suecia,SWE,Gosta DUNKER,82,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1129/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Italia,España,ESP,LUIS REGUEIRO,30,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1122/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Italia,España,ITA,Giovanni FERRARI,44,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1122/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Checoslovaquia,Suiza,SUI,Leopold KIELHOLZ,12,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1143/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Checoslovaquia,Suiza,TCH,Frantisek SVOBODA,24,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1143/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Checoslovaquia,Suiza,TCH,Jiri SOBOTKA,49,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1143/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Checoslovaquia,Suiza,SUI,Willy JAEGGI,78,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1143/index.html
Copa Mundial de la FIFA Italia 1934,1934/5/31,Checoslovaquia,Suiza,TCH,Oldrich NEJEDLY,82,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1143/index.html
Copa Mundial de la FIFA Italia 1934,1934/6/01,Italia,España,ITA,Giuseppe MEAZZA,11,http://es.fifa.com/tournaments/archive/worldcup/italy1934/matches/round=418/match=1123/index.html
Copa Mundial de la FIFA México 1986,1986/6/22,Argentina,Inglaterra,ARG,Diego MARADONA,51,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=392/index.html
Copa Mundial de la FIFA México 1986,1986/6/22,Argentina,Inglaterra,ARG,Diego MARADONA,55,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=392/index.html
Copa Mundial de la FIFA México 1986,1986/6/22,Argentina,Inglaterra,ENG,Gary LINEKER,81,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=392/index.html
Copa Mundial de la FIFA México 1986,1986/6/21,Brasil,Francia,BRA,CARECA,17,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=440/index.html
Copa Mundial de la FIFA México 1986,1986/6/21,Brasil,Francia,FRA,Michel PLATINI,41,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=440/index.html
Copa Mundial de la FIFA México 1986,1986/6/22,España,Bélgica,BEL,Jan CEULEMANS,35,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=421/index.html
Copa Mundial de la FIFA México 1986,1986/6/22,España,Bélgica,ESP,Juan Antonio SENOR,85,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=714/match=421/index.html
Copa Mundial de la FIFA México 1986,1986/6/25,Francia,República Federal de Alemania,FRG,Andreas BREHME,9,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=3469/match=564/index.html
Copa Mundial de la FIFA México 1986,1986/6/25,Francia,República Federal de Alemania,FRG,Rudi VOELLER,90,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=3469/match=564/index.html
Copa Mundial de la FIFA México 1986,1986/6/25,Argentina,Bélgica,ARG,Diego MARADONA,51,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=3469/match=388/index.html
Copa Mundial de la FIFA México 1986,1986/6/25,Argentina,Bélgica,ARG,Diego MARADONA,63,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=3469/match=388/index.html
Copa Mundial de la FIFA México 1986,1986/6/03,Argelia,Irlanda del Norte,NIR,Norman WHITESIDE,6,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=379/index.html
Copa Mundial de la FIFA México 1986,1986/6/03,Argelia,Irlanda del Norte,ALG,Djamel ZIDANE,59,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=379/index.html
Copa Mundial de la FIFA México 1986,1986/6/12,Argelia,España,ESP,Ramon Maria CALDERE,15,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=378/index.html
Copa Mundial de la FIFA México 1986,1986/6/12,Argelia,España,ESP,Ramon Maria CALDERE,68,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=378/index.html
Copa Mundial de la FIFA México 1986,1986/6/12,Argelia,España,ESP,ELOY,70,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=378/index.html
Copa Mundial de la FIFA México 1986,1986/6/03,Bélgica,México,MEX,Fernando QUIRARTE,23,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=428/index.html
Copa Mundial de la FIFA México 1986,1986/6/03,Bélgica,México,MEX,Hugo SÁNCHEZ,39,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=428/index.html
Copa Mundial de la FIFA México 1986,1986/6/03,Bélgica,México,BEL,Erwin VANDENBERGH,45,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=428/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Unión Soviética,Hungría,URS,Pavel YAKOVENKO,2,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=610/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Unión Soviética,Hungría,URS,Serguei ALEINIKOV,4,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=610/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Unión Soviética,Hungría,URS,Igor BELANOV,24 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=610/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Unión Soviética,Hungría,URS,Ivan YAREMCHUK,66,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=610/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Unión Soviética,Hungría,URS,Laszlo DAJKA,73 Gol en propia meta,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=610/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Unión Soviética,Hungría,URS,Sergei RODIONOV,80,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=610/index.html
Copa Mundial de la FIFA México 1986,1986/5/31,Bulgaria,Italia,ITA,Alessandro ALTOBELLI,43,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=459/index.html
Copa Mundial de la FIFA México 1986,1986/5/31,Bulgaria,Italia,BUL,Nasko SIRAKOV,85,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=459/index.html
Copa Mundial de la FIFA México 1986,1986/6/05,República de Corea,Bulgaria,BUL,Plamen GETOV,11,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=460/index.html
Copa Mundial de la FIFA México 1986,1986/6/05,República de Corea,Bulgaria,KOR,KIM Jong Boo,70,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=460/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,DEN,Preben ELKJAER LARSEN,11,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,DEN,Soren LERBY,41,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,URU,Enzo FRANCESCOLI,45 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,DEN,Michael LAUDRUP,52,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,DEN,Preben ELKJAER LARSEN,67,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,DEN,Preben ELKJAER LARSEN,80,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,Dinamarca,Uruguay,DEN,Jesper OLSEN,88,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=522/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Inglaterra,Polonia,ENG,Gary LINEKER,9,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=537/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Inglaterra,Polonia,ENG,Gary LINEKER,14,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=537/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Inglaterra,Polonia,ENG,Gary LINEKER,34,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=537/index.html
Copa Mundial de la FIFA México 1986,1986/6/06,Brasil,Argelia,BRA,CARECA,66,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=377/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Irak,México,MEX,Fernando QUIRARTE,54,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=627/index.html
Copa Mundial de la FIFA México 1986,1986/6/09,Hungría,Francia,FRA,Yannick STOPYRA,29,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=567/index.html
Copa Mundial de la FIFA México 1986,1986/6/09,Hungría,Francia,FRA,Jean TIGANA,62,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=567/index.html
Copa Mundial de la FIFA México 1986,1986/6/09,Hungría,Francia,FRA,Dominique ROCHETEAU,84,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=567/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Argentina,República de Corea,ARG,Jorge VALDANO,6,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=395/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Argentina,República de Corea,ARG,Oscar RUGGERI,18,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=395/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Argentina,República de Corea,ARG,Jorge VALDANO,46,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=395/index.html
Copa Mundial de la FIFA México 1986,1986/6/02,Argentina,República de Corea,KOR,PARK Chang Sun,73,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=395/index.html
Copa Mundial de la FIFA México 1986,1986/6/05,Francia,Unión Soviética,URS,Vasili RATS,53,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=571/index.html
Copa Mundial de la FIFA México 1986,1986/6/05,Francia,Unión Soviética,FRA,Luis FERNANDEZ,62,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=571/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Paraguay,Bélgica,BEL,Frank VERCAUTEREN,30,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=429/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Paraguay,Bélgica,PAR,Roberto CABANAS,50,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=429/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Paraguay,Bélgica,BEL,Daniel VEYT,59,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=429/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Paraguay,Bélgica,PAR,Roberto CABANAS,76,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=429/index.html
Copa Mundial de la FIFA México 1986,1986/6/04,Uruguay,República Federal de Alemania,URU,Antonio ALZAMENDI,4,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=585/index.html
Copa Mundial de la FIFA México 1986,1986/6/04,Uruguay,República Federal de Alemania,FRG,Klaus ALLOFS,84,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=585/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,República Federal de Alemania,Escocia,SCO,Gordon STRACHAN,18,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=580/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,República Federal de Alemania,Escocia,FRG,Rudi VOELLER,22,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=580/index.html
Copa Mundial de la FIFA México 1986,1986/6/08,República Federal de Alemania,Escocia,FRG,Klaus ALLOFS,50,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=580/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Portugal,Marruecos,MAR,Abdelrazzak KHAIRI,19,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=675/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Portugal,Marruecos,MAR,Abdelrazzak KHAIRI,27,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=675/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Portugal,Marruecos,MAR,Abdelkarim KRIMAU,62,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=675/index.html
Copa Mundial de la FIFA México 1986,1986/6/11,Portugal,Marruecos,POR,DIAMANTINO,79,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=675/index.html
Copa Mundial de la FIFA México 1986,1986/6/01,España,Brasil,BRA,SOCRATES,62,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=439/index.html
Copa Mundial de la FIFA México 1986,1986/6/09,Unión Soviética,Canadá,URS,Oleg BLOKHIN,58,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=476/index.html
Copa Mundial de la FIFA México 1986,1986/6/09,Unión Soviética,Canadá,URS,Aleksandr ZAVAROV,74,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=476/index.html
Copa Mundial de la FIFA México 1986,1986/6/06,Hungría,Canadá,HUN,Marton ESTERHAZY,2,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=475/index.html
Copa Mundial de la FIFA México 1986,1986/6/06,Hungría,Canadá,HUN,Lajos DETARI,75,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=475/index.html
Copa Mundial de la FIFA México 1986,1986/6/07,México,Paraguay,MEX,Luis FLORES,3,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=680/index.html
Copa Mundial de la FIFA México 1986,1986/6/07,México,Paraguay,PAR,Julio Cesar ROMERO,85,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=680/index.html
Copa Mundial de la FIFA México 1986,1986/6/13,Dinamarca,República Federal de Alemania,DEN,Jesper OLSEN,43 Gol de penal,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=512/index.html
Copa Mundial de la FIFA México 1986,1986/6/13,Dinamarca,República Federal de Alemania,DEN,John ERIKSEN,62,http://es.fifa.com/tournaments/archive/worldcup/mexico1986/matches/round=308/match=512/index.html
